product_id,product_name,category,subcategory,unit_price,unit_cost,is_active,launch_date
PROD-0155,Almost Kitchen,Home & Garden,Kitchen,96.0,58.0,1,2026-02-11
PROD-0156,Give Women's Plus,Apparel,Women's Clothing,127.85,57.84,1,2025-09-21
PROD-0157,My Team X,Sports,Team Sports,906.56,592.85,1,2019-01-06
PROD-0158,Family Haircare Pro,Beauty,Haircare,185.0,69.95,1,2020-06-08
PROD-0159,,Office,,375.94,,1,
PROD-0160,Notice Supplies X,Office,Supplies,464.46,,0,2020-03-26
PROD-0161,Several Footwear,Apparel,Footwear,727.98,400.0,0,2019-07-16
PROD-0162,Us Supplies X,Office,Supplies,211.21,94.85,1,2026-05-15
PROD-0163,Part Decor,Home & Garden,Decor,1101.93,556.44,1,2023-04-09
PROD-0164,Eight Furniture X,Home & Garden,Furniture,398.98,228.69,1,2022-06-07
PROD-0165,Material Furniture Elite,Home & Garden,Furniture,701.37,285.16,1,2025-01-31
PROD-0166,Investment Supplies,Office,,1125.91,,1,
PROD-0167,Between Fragrance Plus,Beauty,Fragrance,116.0,72.0,1,2020-01-12
PROD-0168,Reason Outdoor X,Home & Garden,Outdoor,234.45,175.84,1,2019-03-28
PROD-0169,Health Stationery Plus,Office,Stationery,796.0,557.65,1,2022-01-29
PROD-0170,Item Fragrance,Beauty,Fragrance,971.0,404.48,1,2022-01-06
PROD-0171,,Sports,,345.49,,1,
PROD-0172,Arm Outdoor Plus,Home & Garden,Outdoor,556.0,257.59,1,2024-08-12
PROD-0173,Ready Footwear Pro,Apparel,Footwear,67.35,36.52,1,2024-02-21
PROD-0174,Billion Tablets Elite,Electronics,Tablets,330.99,235.71,1,2023-11-28
PROD-0175,,Electronics,,68.0,,1,
PROD-0176,Group Smartphones,Electronics,Smartphones,950.7,385.07,1,2024-08-09
PROD-0177,Training Outdoor X,Sports,Outdoor Recreation,11.28,4.31,1,2025-03-22
PROD-0178,Energy Fitness X,Sports,,932.0,,1,
PROD-0179,Customer Laptops Plus,Electronics,Laptops,1004.84,552.59,1,2020-01-16
PROD-0180,List Footwear,Apparel,Footwear,517.94,308.65,1,2022-12-22
PROD-0181,Knowledge Furniture Elite,Office,Furniture,85.88,48.13,1,2019-08-09
PROD-0182,Family Accessories,Electronics,Accessories,1177.0,531.52,1,2019-12-22
PROD-0183,Enjoy Skincare Lite,Beauty,,926.0,,1,
PROD-0184,Wind Sportswear Elite,Apparel,Sportswear,1177.08,637.29,1,2025-11-06
PROD-0185,Level Kitchen X,Home & Garden,Kitchen,57.35,24.0,1,2019-01-20
PROD-0186,Training Furniture Lite,Home & Garden,Furniture,905.18,386.0,1,2025-04-14
PROD-0187,Oil Outdoor Elite,Home & Garden,,1067.0,,0,
PROD-0188,Apply Team Elite,Sports,Team Sports,1109.0,618.81,1,2019-03-31
PROD-0189,Now Footwear,Apparel,Footwear,388.0,148.55,1,2023-12-17
PROD-0190,Administration Sportswear Lite,Apparel,Sportswear,425.1,155.0,0,2025-07-10
PROD-0191,With Laptops Pro,Electronics,Laptops,807.06,413.61,1,2019-03-16
PROD-0192,Time Supplies Elite,Office,Supplies,938.0,341.0,1,2024-10-27
PROD-0193,Compare Wearables Plus,Electronics,Wearables,188.36,99.82,1,2020-06-03
PROD-0194,Mention Outdoor Elite,Home & Garden,Outdoor,380.69,175.68,0,2021-11-13
PROD-0195,Different Outdoor,Sports,Outdoor Recreation,145.72,96.0,1,2022-07-04
PROD-0196,Institution Men's,Apparel,Men's Clothing,167.0,63.47,1,2025-10-07
PROD-0197,Artist Haircare,Beauty,Haircare,852.9,486.15,1,2026-02-01
PROD-0198,Hundred Skincare Elite,Beauty,Skincare,953.47,527.75,1,2019-10-24
PROD-0199,In Decor Elite,Home & Garden,Decor,563.55,418.0,1,2018-06-06
PROD-0200,With Haircare,Beauty,Haircare,633.21,416.0,1,2020-08-31
